,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
657,380,Biruk Abebe,M,22.0,173.0,62.0,Ethiopia,ETH,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,
116887,59170,Muhammad Niaz Khan,M,30.0,,,Pakistan,PAK,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,
167692,84250,Eduardo Njera,M,20.0,171.0,61.0,Ecuador,ECU,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse,
146018,73269,Paw Bnning Breinholst Madsen,M,27.0,183.0,90.0,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",
40519,20871,Chiu Chen-Ting,F,20.0,173.0,68.0,Chinese Taipei,TPE,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,
36358,18686,Magalys Esther Carvajal Rivera,F,27.0,190.0,77.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Women's Volleyball,Gold
220970,111003,Akashdeep Singh,M,21.0,178.0,70.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
194284,97536,Sapna Punia,F,28.0,,,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,
74130,37648,Ivan William Fuqua,M,22.0,175.0,64.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
233625,117169,"Gregory Samuel ""Greg"" Swor",M,20.0,170.0,67.0,United States,USA,1972 Winter,1972,Winter,Sapporo,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
70139,35719,"Patrick ""Pat"" Flanagan",M,,,,Milwaukee Athletic Club-1,USA,1904 Summer,1904,Summer,St. Louis,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
91519,46391,Jushar Haschja,M,33.0,165.0,68.0,Indonesia,INA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Sabre, Individual",
135709,68283,Hakon Leffler,M,25.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Tennis,"Tennis Men's Singles, Covered Courts",
204691,102785,Erik Rosskopf,M,19.0,185.0,68.0,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,
202411,101674,Ana Pinho de Pinto Rodrigues,F,18.0,173.0,58.0,Portugal,POR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Breaststroke,
213126,107018,Richarda Schmeier (-Hartmann),F,18.0,158.0,46.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,
108964,55092,Gumundur Jhannsson,M,20.0,176.0,69.0,Iceland,ISL,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Men's Slalom,
159285,79949,Pedro Luis Millet Soler,M,24.0,173.0,64.0,Spain,ESP,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Dinghy,Silver
165763,83261,Svend Aage Munck,M,25.0,,,Denmark,DEN,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Individual",
116032,58767,Zhanarbek Salimbayevich Kenzheyev,M,19.0,180.0,84.0,Kyrgyzstan,KGZ,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
22057,11625,Jerzy Janusz Bikowski,M,21.0,206.0,94.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,
22300,11733,John Henry Birtles,M,,,,Moseley Wanderers,GBR,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
87334,44282,Michela Guzzetti,F,20.0,173.0,59.0,Italy,ITA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Breaststroke,
39044,20096,Jury Dimitri Chechi,M,26.0,165.0,60.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,
45776,23624,Archibald Douglas Crabbe,M,20.0,,,Great Britain-2,GBR,1924 Winter,1924,Winter,Chamonix,Bobsleigh,Bobsleigh Men's Four/Five,
199308,100099,Resmi Resmiev,M,24.0,168.0,65.0,Bulgaria,BUL,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Downhill,
152300,76437,Michel Mathiot,M,34.0,163.0,65.0,France,FRA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,
39017,20088,Dolores Checa Porcel,F,25.0,168.0,52.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 5,000 metres",
32189,16544,Phil Burgess,M,28.0,180.0,92.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver
149039,74759,Rogelio Marcelo Garca,M,27.0,150.0,48.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Flyweight,Gold
129153,65024,Hansjrg Kunze,M,20.0,179.0,63.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 5,000 metres",
114174,57825,Kiyoshi Kase,M,,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
101364,51262,Kay Huste,M,25.0,176.0,60.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Welterweight,
124665,62944,Katsundo Kosaka,M,,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
193534,97140,Lyudmila Vyacheslavovna Prokashova,F,25.0,160.0,56.0,Kazakhstan,KAZ,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Women's 3,000 metres",
18234,9675,Anders Stig Thomas Bellbring,M,20.0,176.0,70.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",
184366,92654,Mogens Pedersen,M,22.0,186.0,80.0,Denmark,DEN,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Fours,
93253,47217,Kyle Heikkila,M,22.0,,,United States Virgin Islands,ISV,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Men's Singles,
252738,126554,Raimo Kalevi Viln,M,27.0,181.0,75.0,Finland,FIN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,
167502,84154,Erzsbet Nagy,F,30.0,157.0,42.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,
247232,123780,ivil Vaiciukeviit,F,20.0,164.0,54.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,
15537,8371,Alberto Barucco,M,22.0,176.0,66.0,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,
195320,98057,Mohammed Rabii,M,23.0,180.0,69.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,Bronze
197366,99088,Paul Ratcliffe,M,22.0,180.0,72.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
148650,74556,Diran Manoukian,M,41.0,173.0,75.0,France,FRA,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,
193172,96988,Eduardo Joaqun Prieto Souza,M,50.0,168.0,,Mexico,MEX,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",
214297,107592,Siegfried Schubert,M,20.0,173.0,74.0,Germany,GER,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,
218866,109922,Mariya Igorevna Shkanova,F,20.0,166.0,66.0,Belarus,BLR,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
141000,70777,Benni Ingemar Ljungbeck,M,30.0,159.0,57.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
242915,121653,Trn Vn Nen,M,37.0,168.0,59.0,South Vietnam,VNM,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual",
160417,80496,Aki Mitsuhashi,F,22.0,166.0,59.0,Japan,JPN,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,
90218,45710,Frede Hansen,M,23.0,,,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Silver
211881,106386,Svetlana Vladimirovna Saykina (Ivanova-),F,27.0,182.0,82.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Discus Throw,
59655,30563,Adrian Duminicel,M,25.0,186.0,96.0,Romania-1,ROU,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,
168317,84577,Natalia Nasaridze-akir,F,23.0,170.0,55.0,Turkey,TUR,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,
260210,130230,Andrea Wieland,F,26.0,165.0,59.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,
182713,91842,Natalia Partyka,F,19.0,173.0,64.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Team,
180970,90964,Vasile Panait,M,36.0,,,Romania-2,ROU,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Four,
270897,135474,Albert Hermann Zrner,M,22.0,,,Germany,GER,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Springboard,
224348,112695,Sven Anders Sderberg,M,30.0,193.0,94.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Men's Singles,
14886,8034,Oslen McGregor Barr,M,23.0,165.0,67.0,Guyana,GUY,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",
234507,117599,Stanisaw Szozda,M,21.0,173.0,68.0,Poland,POL,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Road Race, Individual",
72192,36730,Scott Frandsen,M,28.0,188.0,86.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Silver
26168,13645,Karl Borschke,M,50.0,,,Austria,AUT,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
174036,87427,Stacey Annette Nuveman (-Deniz),F,26.0,183.0,109.0,United States,USA,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Gold
85760,43487,Jasminka Guber,F,19.0,170.0,57.0,Bosnia and Herzegovina,BIH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 1,500 metres",
135853,68354,Mosito Lehata,M,27.0,177.0,69.0,Lesotho,LES,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
57806,29595,Peterson dos Santos,M,25.0,181.0,70.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,
81078,41170,Botjan Golii,M,24.0,183.0,89.0,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,
47738,24618,Sarah-Jane D'Arcy,F,23.0,186.0,63.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Freestyle,
92961,47101,Ylva Marianne Hedlund (-Langermo),F,18.0,167.0,64.0,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Women's 1,000 metres",
248412,124352,Hilbert van der Duim,M,22.0,180.0,75.0,Netherlands,NED,1980 Winter,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Men's 1,500 metres",
29013,15006,Graeme Thomas Brewer,M,21.0,192.0,96.0,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,
217062,109016,Marianne Seydel,F,18.0,174.0,60.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Individual Medley,
269515,134860,Zhu Wenxin,M,28.0,176.0,72.0,China,CHN,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,
233933,117328,Iuliu Szabo,M,23.0,168.0,69.0,Romania,ROU,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,
251610,126006,Franois Charles Verger,M,24.0,,,France,FRA,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,
76408,38769,Nigel Gardner,M,22.0,,,Great Britain,GBR,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
192144,96473,Dan Nicolae Potra,M,26.0,173.0,67.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,
83751,42577,Georgy Olegovich Grebenkov,M,22.0,172.0,70.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,
149711,75084,Maksim Viktorovich Marinin,M,28.0,187.0,80.0,Russia-1,RUS,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Pairs,Gold
269411,134809,Zhou Qiurui,F,16.0,152.0,41.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Bronze
93711,47440,Joachim Hellgrewe,M,44.0,,,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
35381,18223,Adrian David Carew-Dodson,M,17.0,178.0,65.0,Guyana,GUY,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight,
181034,90992,rka Panochov,F,23.0,159.0,55.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Halfpipe,
265193,132713,Ghasem Yavarkandi,M,28.0,177.0,67.0,Iran,IRI,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Welterweight,
206569,103692,Manfred Ruthner,M,20.0,186.0,80.0,Austria,AUT,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,
193,88,Nunu Dzhansuhivna Abashydze (-Myslaieva),F,25.0,168.0,105.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Shot Put,
187881,94404,"Jaycie Lynn Phelps (-McClure, -Marus)",F,16.0,,,United States,USA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,
226330,113753,Malcolm Clive Spence,M,22.0,187.0,76.0,South Africa,RSA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,Bronze
270771,135414,Andreas Zlow,M,26.0,175.0,61.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Welterweight,
240768,120627,Nataliya Viktorivna Tobias (Sydorenko-),F,23.0,160.0,48.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 1,500 metres",
195484,98136,Viktor Bonev Radev,M,23.0,196.0,100.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,
268824,134496,Zhang Lei,F,21.0,178.0,70.0,China,CHN,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Team",
7327,4100,Vasile Andrei,M,33.0,190.0,101.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
130776,65839,Franois Jacques Florentin Lafortune,M,56.0,173.0,65.0,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
79829,40533,Patricia Girard-Lno,F,24.0,164.0,51.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 100 metres Relay,
240111,120322,Vladimir Valeryevich Tikhonov,M,19.0,169.0,61.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
193709,97225,Mariette Protin,F,,,,France,FRA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 100 metres Freestyle,
100963,51046,"Richard Howard ""Dick"" Hunt",M,24.0,185.0,82.0,United States,USA,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Men's 5,000 metres",
174210,87500,Adrienn Nyeste,F,21.0,156.0,45.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,
44830,23109,"John Frederick ""Jerry"" Cornes",M,26.0,182.0,70.0,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 1,500 metres",
64236,32904,Karl Erik Ingvar Ericsson,M,22.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Road Race, Individual",
269757,134980,"Leontine Martha Henrica Petronella ""Leontien"" Zijlaard-van Moorsel",F,30.0,168.0,69.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Women's Road Race, Individual",Gold
151324,75949,Vitaliy Martsiv,M,22.0,178.0,73.0,Ukraine,UKR,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
125769,63448,Serhiy Ivanovych Kovalenko,M,21.0,216.0,111.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,Bronze
262739,131464,Clare Jacqueline Wood,F,24.0,175.0,65.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Women's Doubles,
21912,11555,Josef Bm,M,23.0,,,Czechoslovakia,TCH,1924 Winter,1924,Winter,Chamonix,Nordic Combined,Nordic Combined Men's Individual,
236557,118602,Aleksandra Yevgenyevna Tarasova,F,28.0,170.0,64.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
176235,88616,"Edward Walter ""Ed"" Olczyk",M,17.0,185.0,89.0,United States,USA,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,
83460,42401,Sergey Yuryevich Grankin,M,23.0,195.0,96.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Bronze
193671,97204,August Prosenik,M,19.0,,,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Road Race, Individual",
110667,55971,Vivian Laureen Joseph,F,15.0,159.0,57.0,United States-1,USA,1964 Winter,1964,Winter,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,Bronze
16739,8978,Svenja Bazlen,F,28.0,174.0,58.0,Germany,GER,2012 Summer,2012,Summer,London,Triathlon,Triathlon Women's Olympic Distance,
203662,102248,Marco Romano,M,27.0,182.0,70.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Team",Silver
87595,44401,Arusyak Gyulbudaghyan,F,17.0,,,Armenia,ARM,1996 Summer,1996,Summer,Atlanta,Diving,Diving Women's Springboard,
18135,9631,Daniel Rae Bell,M,22.0,180.0,72.0,New Zealand,NZL,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Butterfly,
39713,20410,Sergey Vladimirovich Chepikov,M,39.0,182.0,75.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 20 kilometres,
56076,28735,Jos Dirceu Guimares,M,20.0,170.0,62.0,Brazil,BRA,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,
120151,60811,Andr Kiser,M,29.0,182.0,84.0,Switzerland-2,SUI,1988 Winter,1988,Winter,Calgary,Bobsleigh,Bobsleigh Men's Four,
4715,2685,Annabel Laure Ali,F,27.0,176.0,75.0,Cameroon,CMR,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Heavyweight, Freestyle",
57916,29644,Luca Dotto,M,26.0,192.0,80.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,
17953,9539,"David Martin ""Dave"" Belam",M,24.0,171.0,68.0,Great Britain,GBR,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,
165382,83068,Gilles Mller,M,29.0,192.0,75.0,Luxembourg,LUX,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,
258850,129596,Wen Zhifang,F,27.0,162.0,54.0,China,CHN,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Sporting Pistol, 25 metres",
215774,108333,Toni Seifert,M,31.0,190.0,88.0,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,
130903,65892,Ovidio Manuel Lagos,M,,,,Covunco III,ARG,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed Two Person Keelboat,
39618,20377,Cheng Sheng-Teh,M,23.0,176.0,90.0,Chinese Taipei,TPE,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Middle-Heavyweight,
227230,114176,Zinaida Vladimirovna Stagurskaya,F,25.0,176.0,69.0,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Women's Road Race, Individual",
228906,114938,"Hedwig ""Hedy"" Stenuf (-Perry-Smith, -Byram)",F,13.0,,,Austria,AUT,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,
184096,92521,Michelle Robyn Pearson,F,22.0,183.0,71.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,
159942,80262,Iliya Georgiev Mirchev,M,22.0,201.0,100.0,Bulgaria,BUL,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,
133573,67240,Neale John Lavis,M,30.0,171.0,73.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
145246,72897,Norman H. MacEachern,M,,,,Ireland,IRL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 800 metres,
161725,81193,Sven Gsta Mller,M,24.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 200 metres,
94720,47938,Gottfried Hermann,M,26.0,,,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
233962,117347,Miln Gbor Szab,M,23.0,183.0,76.0,Hungary,HUN,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's Sprint,
83783,42591,Andrey Vladimirovich Grechin,M,28.0,199.0,99.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,
241887,121155,Marina Toribiong,F,22.0,153.0,69.0,Palau,PLW,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",
145071,72804,Alexandre Mabboux,M,18.0,173.0,60.0,France,FRA,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
169253,85081,Gheorghe Negrea,M,30.0,181.0,81.0,Romania,ROU,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Heavyweight,
247237,123782,Cornelia Vaida-Molnar,F,28.0,168.0,68.0,Croatia,CRO,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Women's Singles,
249885,125146,Miroslav Vanko,M,23.0,177.0,66.0,Slovakia,SVK,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 5,000 metres",
301,162,Hosam Abdallah,M,29.0,,,Egypt,EGY,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
46238,23866,Anna Croci,F,19.0,159.0,49.0,Italy-2,ITA,1992 Winter,1992,Winter,Albertville,Figure Skating,Figure Skating Mixed Ice Dancing,
164901,82811,Miloud M'Sellek,M,,172.0,70.0,Morocco,MAR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,
134011,67475,Le Jingyi,F,21.0,178.0,68.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
261621,130907,William Andrews Wilson,M,30.0,,,United States,USA,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,
128989,64944,Marina Yevgenyevna Kumysh,F,23.0,184.0,72.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Gold
71777,36527,Eduardo Antonio Fournier Arriagada,M,28.0,,,Chile,CHI,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,
36448,18741,Yennifer Frank Casaas Hernndez,M,25.0,187.0,117.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Discus Throw,
225684,113403,Ladislav Souek,M,26.0,181.0,80.0,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
68360,34914,Lyndon Ferns,M,20.0,187.0,87.0,South Africa,RSA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
242465,121438,Dika Loa Toua,F,28.0,156.0,52.0,Papua New Guinea,PNG,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Featherweight,
